url,name,region,length,elevation,hp,currentrating,ratingcount,features,excerpt
https://www.wta.org/go-hiking/hikes/ingalls-creek,Ingalls Creek,Central Cascades -- Blewett Pass,"14.4 miles, one-way",1450,3450.0,3.65,"
                      (23 votes)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Established campsites', 'Rivers']","
            This popular trail parallels a thunderous creek on a gentle grade, making for an excellent springtime river romp. 
        "
https://www.wta.org/go-hiking/hikes/heart-o-the-forest,Heart O' the Forest,Olympic Peninsula -- Northern Coast,"4.8 miles, roundtrip",500,1900.0,3.00,"
                      (2 votes)
                    ","['Wildflowers/Meadows', 'Established campsites', 'Old growth', 'Good for kids', 'Dogs not allowed', 'Rivers']","
            This trail is a really nice accompaniment to your morning coffee, but bring a thermos -- it's long enough that the coffee might get cold by the time you reach the end!
        "
https://www.wta.org/go-hiking/hikes/peabody-creek-trail,Peabody Creek Trail,Olympic Peninsula -- Northern Coast,"5.6 miles, roundtrip",800,1100.0,3.50,"
                      (4 votes)
                    ","['Wildflowers/Meadows', 'Dogs allowed on leash', 'Good for kids', 'Rivers']","
            Found on the outskirts of Port Angeles, the Peabody Creek Trail starts out from the Olympic National Park Visitors Center and follows Peabody Creek through a quiet wooded ravine for 2.8 miles. It’s an excellent short hike for visitors, locals, and trail runners alike.
        "
https://www.wta.org/go-hiking/hikes/o-o-denny-park,O. O. Denny Park,Puget Sound and Islands -- Seattle-Tacoma Area,"1.2 miles, roundtrip",200,220.0,2.00,"
                      (1 vote)
                    ","['Wildlife', 'Dogs allowed on leash', 'Old growth', 'Good for kids', 'Lakes', 'Rivers']","
            The O O Denny County Park has history, hiking and old-growth trees all within the city of Kirkland. See wildlife wandering through the trees, swimming in the creek and flying high in the sky.
        "
https://www.wta.org/go-hiking/hikes/number-two-canyon-trails,Number Two Canyon Trails,Central Washington -- Wenatchee,8.0 miles of trails,1600,,0.00,"
                      (0 votes)
                    ","['Mountain views', 'Dogs allowed on leash']","
            The Number Two Canyon Trails are part of the No. 2 Canyon Project to connect No. 2 Canyon with the Sage Hills and Horse Lake Reserve trails which are part of the Chelan-Douglas Land Trust. While this trail is mostly used by mountain bikers, it is open to hikers and equestrians as well.
        "
https://www.wta.org/go-hiking/hikes/mickinnick-trail,Mickinnick Trail,Eastern Washington -- Spokane Area/Coeur d'Alene,"7.0 miles, roundtrip",2150,4300.0,0.00,"
                      (0 votes)
                    ","['Mountain views', 'Old growth', 'Dogs allowed on leash']","
            This steep hike near Sandpoint has exceptional views and native plant life. Make your way past meadows, around massive rocky outcroppings and beneath towering old growth timber to marvelous views.
        "
https://www.wta.org/go-hiking/hikes/big-tree-ridge,Big Tree Ridge,Issaquah Alps -- Cougar Mountain,"4.2 miles, roundtrip",1340,1430.0,3.20,"
                      (5 votes)
                    ","['Mountain views', 'Dogs allowed on leash', 'Good for kids', 'Ridges/passes']","
            This is the most direct entry to Cougar Mountain Regional Wildland Park from Seattle, Issaquah and Bellevue. WTA has done lots of work on Cougar Mountain since 2009, but signage may not be entirely up-to-date.
        "
https://www.wta.org/go-hiking/hikes/suiattle-river-trail,Suiattle River Trail,North Cascades -- Mountain Loop Highway,"13.8 miles, roundtrip",900,2500.0,3.67,"
                      (3 votes)
                    ","['Dogs allowed on leash', 'Established campsites', 'Waterfalls', 'Old growth', 'Good for kids', 'Rivers']","
            The trail winds its way above the Suiattle River through old-growth forest and some mature forest recovering from an old burn from the 1920’s. The vegetation in the upper Suiattle watershed includes a wonderful mixture of west-of-the-crest/east-fo-the-crest species. 
        "
https://www.wta.org/go-hiking/hikes/poo-poo-point,Poo Poo Point ,Issaquah Alps -- Tiger Mountain,"7.2 miles, roundtrip",1858,2021.0,3.80,"
                      (109 votes)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Dogs allowed on leash']","
            Hike railroad grades dating from the logging era. Cross many small creeks, some of them seasonal. Pass tall trees draped with moss. Enjoy ferns and, in season, forest wildflowers and a few wild berries. Reach a fine viewpoint that's also a favorite launching spot for paragliders.


        "
https://www.wta.org/go-hiking/hikes/poe-mountain-via-little-wenatchee-campground,Poe Mountain via Little Wenatchee Campground,Central Cascades -- Stevens Pass - East,"6.0 miles, roundtrip",,,0.00,"
                      (0 votes)
                    ","['Mountain views', 'Dogs allowed on leash', 'Summits', 'Established campsites', 'Ridges/passes']","
            Three thousand feet in three miles make the Little Wenatchee a substantial albeit relatively short hike for exercise provided. The trail was the primary supply route to the old Poe Mountain lookout, and like many lookout access trails wastes no time in getting to the top. But it is well built, switchbacking up the hill. The first two-thirds of the hike are in light tree cover, so the views come as a surprise when you get to them.
        "
https://www.wta.org/go-hiking/hikes/packwood-lake,Packwood Lake,South Cascades -- Goat Rocks,"10.0 miles, roundtrip",600,3200.0,3.97,"
                      (31 votes)
                    ","['Mountain views', 'Dogs allowed on leash', 'Established campsites', 'Good for kids', 'Lakes', 'Rivers']","
            When most of Washington’s alpine lakes are still snow-covered, Packwood Lake rewards hikers with a relaxing early-season hike ideal for dusting off your boots.
        "
https://www.wta.org/go-hiking/hikes/tiffany-mountain,Tiffany Mountain via Freezeout Ridge,North Cascades -- Pasayten,"4.2 miles, roundtrip",1685,8245.0,4.18,"
                      (11 votes)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Summits', 'Good for kids', 'Ridges/passes']","
            Start at one of the higher trailheads in the state (6560 feet) and follow the trail even higher. In early summer, if the thinner air doesn't take your breath away, the flowers and views will.
        "
https://www.wta.org/go-hiking/hikes/pipestone-canyon-rim-trail,Pipestone Canyon Rim Trail,North Cascades -- Methow/Sawtooth,"9.0 miles, roundtrip",1700,,4.00,"
                      (2 votes)
                    ","['Wildflowers/Meadows', 'Wildlife']","
            Explore a scenic and incredibly varied landscape near Winthrop where you are almost certainly guaranteed to see some of the region’s abundant wildlife.
        "
https://www.wta.org/go-hiking/hikes/lookout-mountain-lookout-okanogan,Lookout Mountain Lookout - Methow,North Cascades -- Methow/Sawtooth,"2.6 miles, roundtrip",1100,5518.0,4.33,"
                      (6 votes)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Summits']","
            This scenic hike can be done in under two hours, and along the way you'll enjoy panoramic views, lush forest, wildflowers, and a historic lookout tower that ups the coolness factor.
        "
https://www.wta.org/go-hiking/hikes/old-sauk,Old Sauk River Trail,North Cascades -- Mountain Loop Highway,"6.0 miles, roundtrip",150,800.0,2.88,"
                      (26 votes)
                    ","['Wildlife', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Rivers']","
            Take a hike within sight and sound of the wild Sauk River--part of the Skagit Wild and Scenic River System established to maintain the free flowing nature of Washington's rivers. You'll wander through a forest of moss-covered maple, cedar and fir, listening for wildlife and the sound of the river.
        "
https://www.wta.org/go-hiking/hikes/white-chuck-mountain,White Chuck Mountain,North Cascades -- Mountain Loop Highway,"4.0 miles, roundtrip",2100,6989.0,3.33,"
                      (3 votes)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Summits', 'Ridges/passes']","
            White Chuck Mountain (Northwest Route) is a Class III scramble that requires basic gear, route finding skills, and extreme caution to negotiate successfully and safely. Those who make the hour long trek down a gravel road, deal with a bit of overgrowth and route finding, and brave the scree and chossy rock will be significantly rewarded with phenomenal views of Thornton Lake and nearby peaks Pugh, Sloan and Glacier
        "
https://www.wta.org/go-hiking/hikes/big-four-ice-caves,Big Four Ice Caves,North Cascades -- Mountain Loop Highway,"2.2 miles, roundtrip",220,1938.0,3.94,"
                      (95 votes)
                    ","['Mountain views', 'Dogs allowed on leash', 'Waterfalls', 'Old growth', 'Good for kids', 'Rivers']","
            This is an easy walk on a wide gravel and boardwalk path to views of Big Four Mountain and the caves beneath the snow. Hikers of all ages and abilities can enjoy this trail.
        "
https://www.wta.org/go-hiking/hikes/thornton-lakes-and-trappers-peak,Thornton Lakes and Trappers Peak,North Cascades -- North Cascades Highway - Hwy 20,"10.2 miles, roundtrip",2900,5000.0,4.36,"
                      (22 votes)
                    ","['Mountain views', 'Dogs not allowed', 'Summits', 'Lakes']","
            Incredible views and beautiful alpine lakes are your reward if you can ascend this steep trail in the North Cascades. At the top, you can choose between taking in sweeping panoramic views of North Cascades National Park and the Pickets Range, or relaxing near the lowest of the Thornton Lakes, both of which make a rewarding destination.
        "
https://www.wta.org/go-hiking/hikes/fragrance-lake,Fragrance Lake,Puget Sound and Islands -- Bellingham Area,"5.5 miles, roundtrip",950,1050.0,3.66,"
                      (41 votes)
                    ","['Mountain views', 'Old growth', 'Good for kids', 'Lakes', 'Dogs allowed on leash']","
            The year-round, dog-friendly day hike to Fragrance Lake in the Chuckanut Recreation Area is popular with college students and faculty from Western Washington University in nearby Bellingham, and with day visitors and car campers at Larrabee State Park. On a sunny weekend afternoon you could easily lose count of the number of smiles and “hullos” you’ll exchange!
        "
https://www.wta.org/go-hiking/hikes/lake-ethel,Lake Ethel,Central Cascades -- Stevens Pass - East,"9.5 miles, roundtrip",3500,5735.0,3.25,"
                      (8 votes)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Established campsites', 'Dogs allowed on leash', 'Old growth', 'Lakes', 'Fall foliage']","
            Lake Ethel is a beautiful lake in the Chiwaukum Mountains of the Alpine Lakes Wilderness, just east of the Stevens Pass. Lake Ethel is one of the ‘Scottish Lakes’, which includes nearby Lake Donald, Loch Eileen and Lake Julius. The entire Scottish Lakes area is great for solitude. From Lake Ethel there are numerous options to extend your trip for backpacking or long day hikes.
        "
https://www.wta.org/go-hiking/hikes/520-trail,520 Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"4.9 miles, one-way",164,164.0,2.00,"
                      (1 vote)
                    ","['Mountain views', 'Wildlife', 'Lakes', 'Dogs allowed on leash']","
            A paved urban trail running from Montlake, across the new 520 bridge and through several eastside communities with excellent views of Union Bay, Foster Island wetlands and Lake Washington.  
        "
https://www.wta.org/go-hiking/hikes/interlaken-park,Interlaken Park,Puget Sound and Islands -- Seattle-Tacoma Area,"1.6 miles, roundtrip",200,325.0,2.00,"
                      (1 vote)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Good for kids', 'Fall foliage']","
            Hike a series of short trails through this hilly forested park at the northern end of Seattle's Capitol Hill.
        "
https://www.wta.org/go-hiking/hikes/elliott-bay-trail,Elliott Bay Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"10.0 miles, roundtrip",,20.0,3.67,"
                      (3 votes)
                    ","['Dogs allowed on leash', 'Good for kids', 'Coast']","
            The Elliott Bay Trail follows the shoreline of Elliott Bay for 5 miles from S Royal Brougham Way near Qwest Field and Safeco Field to Smith Cove Park in Magnolia.
        "
https://www.wta.org/go-hiking/hikes/japanese-gulch,Japanese Gulch,Puget Sound and Islands -- Seattle-Tacoma Area,4.0 miles of trails,174,363.0,3.25,"
                      (8 votes)
                    ","['Mountain views', 'Dogs allowed on leash', 'Waterfalls', 'Old growth', 'Good for kids', 'Rivers']","
            Lots of access points to this network of trails right in the heart of Mukilteo makes for great hiking for all ages.
        "
https://www.wta.org/go-hiking/hikes/golden-gardens-park,Golden Gardens Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.5 miles, roundtrip",300,300.0,3.67,"
                      (6 votes)
                    ","['Mountain views', 'Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Coast']","
            Seattle's Golden Gardens Park is best known for its wide sandy beach; on summer weekends, the large parking lot may be full and the beach crowded. Less well-known is the extensive trail system on the steep slopes east of the railroad tracks, constructed as a WPA project in the 1930s, with wide trails and stone staircases. Today, some of the stonework shows signs of age but the main trails still are well-maintained and in good condition.
        "
https://www.wta.org/go-hiking/hikes/fairhaven-park,Fairhaven Park,Puget Sound and Islands -- Bellingham Area,3.0 miles of trails,,,2.00,"
                      (1 vote)
                    ","['Wildlife', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Rivers']","
            Used largely as a way to cool off in the summer or access the larger network of trails on Chuckanut Mountain and Larrabee State Park, Fairhaven Park also has a small network of looping, interconnected trails that provide a nice distraction for half a day or more. 
        "
https://www.wta.org/go-hiking/hikes/luther-burbank-park,Luther Burbank Park,Puget Sound and Islands,"3.0 miles, roundtrip",120,120.0,3.00,"
                      (4 votes)
                    ","['Wildflowers/Meadows', 'Dogs allowed on leash', 'Good for kids', 'Lakes', 'Fall foliage', 'Coast']","
            Luther Burbank Park is a waterfront park at the North end of Mercer Island, offering three miles of family- and pet-friendly trails with waterfront access, wetlands, and recreational activities.
        "
https://www.wta.org/go-hiking/hikes/pigeon-creek-trail,Pigeon Creek Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"3.5 miles, roundtrip",,,2.67,"
                      (3 votes)
                    ","['Dogs allowed on leash', 'Good for kids', 'Coast']","
            The Pigeon Creek Trail takes you for a stroll along Everett's industrial waterfront. Watch the Port of Everett operate, relax on the beach, watch for trains, and enjoy bird watching from the end of the trail.
        "
https://www.wta.org/go-hiking/hikes/sammamish-river-trail,Sammamish River Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"11.0 miles, one-way",,,2.00,"
                      (1 vote)
                    ","['Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Rivers']","
            The Sammamish River Trail is an 11-mile trail starting at Marymoor Park in Redmond, passing through Woodinville, ending at Blythe Park in Bothell.  At Blythe Park, it connects with the Burke-Gilman Trail and continues another 18.8 miles ending at Golden Gardens in Seattle.  
        "
https://www.wta.org/go-hiking/hikes/south-woods-park,South Woods Park,Puget Sound and Islands -- Seattle-Tacoma Area,"0.75 miles, roundtrip",100,380.0,2.00,"
                      (1 vote)
                    ","['Wildflowers/Meadows', 'Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage']","
            This small, forested park in the city of Shoreline offers a network of trails that provide a pleasant diversion if you are in the neighborhood. The trails are accessible all year and are suitable for families.

        "
https://www.wta.org/go-hiking/hikes/heart-o-the-forest,Heart O' the Forest,Olympic Peninsula -- Northern Coast,"4.8 miles, roundtrip",500,1900.0,3.00,"
                      (2 votes)
                    ","['Wildflowers/Meadows', 'Established campsites', 'Old growth', 'Good for kids', 'Dogs not allowed', 'Rivers']","
            This trail is a really nice accompaniment to your morning coffee, but bring a thermos -- it's long enough that the coffee might get cold by the time you reach the end!
        "
https://www.wta.org/go-hiking/hikes/peabody-creek-trail,Peabody Creek Trail,Olympic Peninsula -- Northern Coast,"5.6 miles, roundtrip",800,1100.0,3.50,"
                      (4 votes)
                    ","['Wildflowers/Meadows', 'Dogs allowed on leash', 'Good for kids', 'Rivers']","
            Found on the outskirts of Port Angeles, the Peabody Creek Trail starts out from the Olympic National Park Visitors Center and follows Peabody Creek through a quiet wooded ravine for 2.8 miles. It’s an excellent short hike for visitors, locals, and trail runners alike.
        "
https://www.wta.org/go-hiking/hikes/o-o-denny-park,O. O. Denny Park,Puget Sound and Islands -- Seattle-Tacoma Area,"1.2 miles, roundtrip",200,220.0,2.00,"
                      (1 vote)
                    ","['Wildlife', 'Dogs allowed on leash', 'Old growth', 'Good for kids', 'Lakes', 'Rivers']","
            The O O Denny County Park has history, hiking and old-growth trees all within the city of Kirkland. See wildlife wandering through the trees, swimming in the creek and flying high in the sky.
        "
https://www.wta.org/go-hiking/hikes/number-two-canyon-trails,Number Two Canyon Trails,Central Washington -- Wenatchee,8.0 miles of trails,1600,,0.00,"
                      (0 votes)
                    ","['Mountain views', 'Dogs allowed on leash']","
            The Number Two Canyon Trails are part of the No. 2 Canyon Project to connect No. 2 Canyon with the Sage Hills and Horse Lake Reserve trails which are part of the Chelan-Douglas Land Trust. While this trail is mostly used by mountain bikers, it is open to hikers and equestrians as well.
        "
https://www.wta.org/go-hiking/hikes/mickinnick-trail,Mickinnick Trail,Eastern Washington -- Spokane Area/Coeur d'Alene,"7.0 miles, roundtrip",2150,4300.0,0.00,"
                      (0 votes)
                    ","['Mountain views', 'Old growth', 'Dogs allowed on leash']","
            This steep hike near Sandpoint has exceptional views and native plant life. Make your way past meadows, around massive rocky outcroppings and beneath towering old growth timber to marvelous views.
        "
https://www.wta.org/go-hiking/hikes/big-tree-ridge,Big Tree Ridge,Issaquah Alps -- Cougar Mountain,"4.2 miles, roundtrip",1340,1430.0,3.20,"
                      (5 votes)
                    ","['Mountain views', 'Dogs allowed on leash', 'Good for kids', 'Ridges/passes']","
            This is the most direct entry to Cougar Mountain Regional Wildland Park from Seattle, Issaquah and Bellevue. WTA has done lots of work on Cougar Mountain since 2009, but signage may not be entirely up-to-date.
        "
https://www.wta.org/go-hiking/hikes/suiattle-river-trail,Suiattle River Trail,North Cascades -- Mountain Loop Highway,"13.8 miles, roundtrip",900,2500.0,3.67,"
                      (3 votes)
                    ","['Dogs allowed on leash', 'Established campsites', 'Waterfalls', 'Old growth', 'Good for kids', 'Rivers']","
            The trail winds its way above the Suiattle River through old-growth forest and some mature forest recovering from an old burn from the 1920’s. The vegetation in the upper Suiattle watershed includes a wonderful mixture of west-of-the-crest/east-fo-the-crest species. 
        "
https://www.wta.org/go-hiking/hikes/poo-poo-point,Poo Poo Point ,Issaquah Alps -- Tiger Mountain,"7.2 miles, roundtrip",1858,2021.0,3.80,"
                      (109 votes)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Dogs allowed on leash']","
            Hike railroad grades dating from the logging era. Cross many small creeks, some of them seasonal. Pass tall trees draped with moss. Enjoy ferns and, in season, forest wildflowers and a few wild berries. Reach a fine viewpoint that's also a favorite launching spot for paragliders.


        "
https://www.wta.org/go-hiking/hikes/poe-mountain-via-little-wenatchee-campground,Poe Mountain via Little Wenatchee Campground,Central Cascades -- Stevens Pass - East,"6.0 miles, roundtrip",,,0.00,"
                      (0 votes)
                    ","['Mountain views', 'Dogs allowed on leash', 'Summits', 'Established campsites', 'Ridges/passes']","
            Three thousand feet in three miles make the Little Wenatchee a substantial albeit relatively short hike for exercise provided. The trail was the primary supply route to the old Poe Mountain lookout, and like many lookout access trails wastes no time in getting to the top. But it is well built, switchbacking up the hill. The first two-thirds of the hike are in light tree cover, so the views come as a surprise when you get to them.
        "
https://www.wta.org/go-hiking/hikes/packwood-lake,Packwood Lake,South Cascades -- Goat Rocks,"10.0 miles, roundtrip",600,3200.0,3.97,"
                      (31 votes)
                    ","['Mountain views', 'Dogs allowed on leash', 'Established campsites', 'Good for kids', 'Lakes', 'Rivers']","
            When most of Washington’s alpine lakes are still snow-covered, Packwood Lake rewards hikers with a relaxing early-season hike ideal for dusting off your boots.
        "
https://www.wta.org/go-hiking/hikes/tiffany-mountain,Tiffany Mountain via Freezeout Ridge,North Cascades -- Pasayten,"4.2 miles, roundtrip",1685,8245.0,4.18,"
                      (11 votes)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Summits', 'Good for kids', 'Ridges/passes']","
            Start at one of the higher trailheads in the state (6560 feet) and follow the trail even higher. In early summer, if the thinner air doesn't take your breath away, the flowers and views will.
        "
https://www.wta.org/go-hiking/hikes/pipestone-canyon-rim-trail,Pipestone Canyon Rim Trail,North Cascades -- Methow/Sawtooth,"9.0 miles, roundtrip",1700,,4.00,"
                      (2 votes)
                    ","['Wildflowers/Meadows', 'Wildlife']","
            Explore a scenic and incredibly varied landscape near Winthrop where you are almost certainly guaranteed to see some of the region’s abundant wildlife.
        "
https://www.wta.org/go-hiking/hikes/lookout-mountain-lookout-okanogan,Lookout Mountain Lookout - Methow,North Cascades -- Methow/Sawtooth,"2.6 miles, roundtrip",1100,5518.0,4.33,"
                      (6 votes)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Summits']","
            This scenic hike can be done in under two hours, and along the way you'll enjoy panoramic views, lush forest, wildflowers, and a historic lookout tower that ups the coolness factor.
        "
https://www.wta.org/go-hiking/hikes/old-sauk,Old Sauk River Trail,North Cascades -- Mountain Loop Highway,"6.0 miles, roundtrip",150,800.0,2.88,"
                      (26 votes)
                    ","['Wildlife', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Rivers']","
            Take a hike within sight and sound of the wild Sauk River--part of the Skagit Wild and Scenic River System established to maintain the free flowing nature of Washington's rivers. You'll wander through a forest of moss-covered maple, cedar and fir, listening for wildlife and the sound of the river.
        "
https://www.wta.org/go-hiking/hikes/white-chuck-mountain,White Chuck Mountain,North Cascades -- Mountain Loop Highway,"4.0 miles, roundtrip",2100,6989.0,3.33,"
                      (3 votes)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Summits', 'Ridges/passes']","
            White Chuck Mountain (Northwest Route) is a Class III scramble that requires basic gear, route finding skills, and extreme caution to negotiate successfully and safely. Those who make the hour long trek down a gravel road, deal with a bit of overgrowth and route finding, and brave the scree and chossy rock will be significantly rewarded with phenomenal views of Thornton Lake and nearby peaks Pugh, Sloan and Glacier
        "
https://www.wta.org/go-hiking/hikes/big-four-ice-caves,Big Four Ice Caves,North Cascades -- Mountain Loop Highway,"2.2 miles, roundtrip",220,1938.0,3.94,"
                      (95 votes)
                    ","['Mountain views', 'Dogs allowed on leash', 'Waterfalls', 'Old growth', 'Good for kids', 'Rivers']","
            This is an easy walk on a wide gravel and boardwalk path to views of Big Four Mountain and the caves beneath the snow. Hikers of all ages and abilities can enjoy this trail.
        "
https://www.wta.org/go-hiking/hikes/thornton-lakes-and-trappers-peak,Thornton Lakes and Trappers Peak,North Cascades -- North Cascades Highway - Hwy 20,"10.2 miles, roundtrip",2900,5000.0,4.36,"
                      (22 votes)
                    ","['Mountain views', 'Dogs not allowed', 'Summits', 'Lakes']","
            Incredible views and beautiful alpine lakes are your reward if you can ascend this steep trail in the North Cascades. At the top, you can choose between taking in sweeping panoramic views of North Cascades National Park and the Pickets Range, or relaxing near the lowest of the Thornton Lakes, both of which make a rewarding destination.
        "
https://www.wta.org/go-hiking/hikes/fragrance-lake,Fragrance Lake,Puget Sound and Islands -- Bellingham Area,"5.5 miles, roundtrip",950,1050.0,3.66,"
                      (41 votes)
                    ","['Mountain views', 'Old growth', 'Good for kids', 'Lakes', 'Dogs allowed on leash']","
            The year-round, dog-friendly day hike to Fragrance Lake in the Chuckanut Recreation Area is popular with college students and faculty from Western Washington University in nearby Bellingham, and with day visitors and car campers at Larrabee State Park. On a sunny weekend afternoon you could easily lose count of the number of smiles and “hullos” you’ll exchange!
        "
https://www.wta.org/go-hiking/hikes/lake-ethel,Lake Ethel,Central Cascades -- Stevens Pass - East,"9.5 miles, roundtrip",3500,5735.0,3.25,"
                      (8 votes)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Established campsites', 'Dogs allowed on leash', 'Old growth', 'Lakes', 'Fall foliage']","
            Lake Ethel is a beautiful lake in the Chiwaukum Mountains of the Alpine Lakes Wilderness, just east of the Stevens Pass. Lake Ethel is one of the ‘Scottish Lakes’, which includes nearby Lake Donald, Loch Eileen and Lake Julius. The entire Scottish Lakes area is great for solitude. From Lake Ethel there are numerous options to extend your trip for backpacking or long day hikes.
        "
https://www.wta.org/go-hiking/hikes/520-trail,520 Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"4.9 miles, one-way",164,164.0,2.00,"
                      (1 vote)
                    ","['Mountain views', 'Wildlife', 'Lakes', 'Dogs allowed on leash']","
            A paved urban trail running from Montlake, across the new 520 bridge and through several eastside communities with excellent views of Union Bay, Foster Island wetlands and Lake Washington.  
        "
https://www.wta.org/go-hiking/hikes/interlaken-park,Interlaken Park,Puget Sound and Islands -- Seattle-Tacoma Area,"1.6 miles, roundtrip",200,325.0,2.00,"
                      (1 vote)
                    ","['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Good for kids', 'Fall foliage']","
            Hike a series of short trails through this hilly forested park at the northern end of Seattle's Capitol Hill.
        "
https://www.wta.org/go-hiking/hikes/elliott-bay-trail,Elliott Bay Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"10.0 miles, roundtrip",,20.0,3.67,"
                      (3 votes)
                    ","['Dogs allowed on leash', 'Good for kids', 'Coast']","
            The Elliott Bay Trail follows the shoreline of Elliott Bay for 5 miles from S Royal Brougham Way near Qwest Field and Safeco Field to Smith Cove Park in Magnolia.
        "
https://www.wta.org/go-hiking/hikes/japanese-gulch,Japanese Gulch,Puget Sound and Islands -- Seattle-Tacoma Area,4.0 miles of trails,174,363.0,3.25,"
                      (8 votes)
                    ","['Mountain views', 'Dogs allowed on leash', 'Waterfalls', 'Old growth', 'Good for kids', 'Rivers']","
            Lots of access points to this network of trails right in the heart of Mukilteo makes for great hiking for all ages.
        "
https://www.wta.org/go-hiking/hikes/golden-gardens-park,Golden Gardens Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.5 miles, roundtrip",300,300.0,3.67,"
                      (6 votes)
                    ","['Mountain views', 'Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Coast']","
            Seattle's Golden Gardens Park is best known for its wide sandy beach; on summer weekends, the large parking lot may be full and the beach crowded. Less well-known is the extensive trail system on the steep slopes east of the railroad tracks, constructed as a WPA project in the 1930s, with wide trails and stone staircases. Today, some of the stonework shows signs of age but the main trails still are well-maintained and in good condition.
        "
https://www.wta.org/go-hiking/hikes/fairhaven-park,Fairhaven Park,Puget Sound and Islands -- Bellingham Area,3.0 miles of trails,,,2.00,"
                      (1 vote)
                    ","['Wildlife', 'Old growth', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage', 'Rivers']","
            Used largely as a way to cool off in the summer or access the larger network of trails on Chuckanut Mountain and Larrabee State Park, Fairhaven Park also has a small network of looping, interconnected trails that provide a nice distraction for half a day or more. 
        "
https://www.wta.org/go-hiking/hikes/luther-burbank-park,Luther Burbank Park,Puget Sound and Islands,"3.0 miles, roundtrip",120,120.0,3.00,"
                      (4 votes)
                    ","['Wildflowers/Meadows', 'Dogs allowed on leash', 'Good for kids', 'Lakes', 'Fall foliage', 'Coast']","
            Luther Burbank Park is a waterfront park at the North end of Mercer Island, offering three miles of family- and pet-friendly trails with waterfront access, wetlands, and recreational activities.
        "
https://www.wta.org/go-hiking/hikes/pigeon-creek-trail,Pigeon Creek Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"3.5 miles, roundtrip",,,2.67,"
                      (3 votes)
                    ","['Dogs allowed on leash', 'Good for kids', 'Coast']","
            The Pigeon Creek Trail takes you for a stroll along Everett's industrial waterfront. Watch the Port of Everett operate, relax on the beach, watch for trains, and enjoy bird watching from the end of the trail.
        "
https://www.wta.org/go-hiking/hikes/sammamish-river-trail,Sammamish River Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"11.0 miles, one-way",,,2.00,"
                      (1 vote)
                    ","['Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Rivers']","
            The Sammamish River Trail is an 11-mile trail starting at Marymoor Park in Redmond, passing through Woodinville, ending at Blythe Park in Bothell.  At Blythe Park, it connects with the Burke-Gilman Trail and continues another 18.8 miles ending at Golden Gardens in Seattle.  
        "
https://www.wta.org/go-hiking/hikes/south-woods-park,South Woods Park,Puget Sound and Islands -- Seattle-Tacoma Area,"0.75 miles, roundtrip",100,380.0,2.00,"
                      (1 vote)
                    ","['Wildflowers/Meadows', 'Wildlife', 'Good for kids', 'Dogs allowed on leash', 'Fall foliage']","
            This small, forested park in the city of Shoreline offers a network of trails that provide a pleasant diversion if you are in the neighborhood. The trails are accessible all year and are suitable for families.

        "
https://www.wta.org/go-hiking/hikes/south-ship-canal-trail,South Ship Canal Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"3.8 miles, roundtrip",,20.0,2.00,"
                      (1 vote)
                    ","['Wildlife', 'Lakes', 'Coast']","
            A paved walkway follows an abandoned railroad grade trail along the Seattle Ship Canal with views of the water and extensive Ballard maritime industry.
        "
